# model=snn-ae encoding=latency architecture=recurrent v_th=1 alpha=0.9 run=1
epoch train_loss val_loss
1 0.478535 0.344029
2 0.314545 0.226141
3 0.239982 0.197168
4 0.210912 0.169175
5 0.197311 0.158351
6 0.181289 0.155281
7 0.171678 0.147182
8 0.168709 0.142352
9 0.162724 0.138596
10 0.161258 0.138135
11 0.161938 0.134213
12 0.157701 0.139586
13 0.158463 0.136295
14 0.160198 0.133820
15 0.157129 0.136925
16 0.158283 0.159791
17 0.159954 0.146442
18 0.158092 0.131471
19 0.156155 0.141501
20 0.155827 0.133071
21 0.155099 0.153254
22 0.156177 0.144075
23 0.155205 0.134588
