model encoding architecture v_th alpha mse mae r2 f1 spike_rate energy infer_ms train_ms param_count macs
lstm-ae direct lstm 0.000000 0.000000 0.9484 0.7044 0.0516 0.0000 0.0000 11842560.0000 202.7060 84485.8880 122472.0000 1184256.0000
lstm-ae latency lstm 0.000000 0.000000 0.1019 0.2118 0.5872 0.0000 0.0000 11842560.0000 195.7336 58539.6562 122472.0000 1184256.0000
lstm-ae poisson lstm 0.000000 0.000000 0.1118 0.2234 0.0180 0.0000 0.0000 11842560.0000 187.0900 66298.1797 122472.0000 1184256.0000
