# model=snn-ae encoding=latency architecture=dense v_th=1.5 alpha=0.99 run=3
epoch train_loss val_loss
1 0.048544 0.028776
2 0.022394 0.052477
3 0.022972 0.039989
4 0.023816 0.029732
5 0.023787 0.021233
6 0.024828 0.040397
7 0.024201 0.018577
8 0.023645 0.015877
9 0.023420 0.010631
10 0.023660 0.010410
11 0.025016 0.011856
12 0.024362 0.015036
13 0.024127 0.011092
14 0.024702 0.011381
15 0.023712 0.009165
16 0.022628 0.010714
17 0.023303 0.010682
18 0.022766 0.011943
19 0.022798 0.010794
20 0.022807 0.010533
