# model=snn-ae encoding=direct architecture=recurrent v_th=1 alpha=0.8 run=2
epoch train_loss val_loss
1 0.216682 0.166732
2 0.188358 0.159611
3 0.182567 0.158282
4 0.181755 0.146047
5 0.179071 0.148747
6 0.171457 0.145243
7 0.173518 0.143383
8 0.171408 0.142276
9 0.166244 0.148022
10 0.165897 0.143894
11 0.160957 0.144664
12 0.156594 0.148855
13 0.159088 0.142226
14 0.150576 0.140173
15 0.148960 0.143680
16 0.149262 0.136840
17 0.143809 0.136753
18 0.142089 0.138110
19 0.140187 0.136334
20 0.136084 0.135477
21 0.132682 0.130800
22 0.131948 0.133728
23 0.131123 0.134816
24 0.131687 0.131951
25 0.126775 0.133488
26 0.126781 0.127708
27 0.124773 0.125662
28 0.122825 0.126203
29 0.123760 0.128035
30 0.125771 0.128731
