# model=snn-ae encoding=poisson architecture=dense v_th=1 alpha=0.9 run=1
epoch train_loss val_loss
1 0.033026 0.011063
2 0.014408 0.007783
3 0.012663 0.006717
4 0.011576 0.005737
5 0.010751 0.005156
6 0.009971 0.005366
7 0.009593 0.004144
8 0.009524 0.003924
9 0.009140 0.004089
10 0.009040 0.004122
11 0.009020 0.004392
12 0.009203 0.004131
13 0.008965 0.003710
14 0.008772 0.003793
15 0.009018 0.003894
16 0.008892 0.003967
17 0.009041 0.003479
18 0.008914 0.004165
19 0.009146 0.004210
20 0.009022 0.003747
21 0.009096 0.004065
22 0.009100 0.003846
