# model=snn-ae encoding=latency architecture=recurrent v_th=1.5 alpha=0.9 run=5
epoch train_loss val_loss
1 0.035628 0.012575
2 0.024735 0.011944
3 0.019912 0.012496
4 0.017834 0.010514
5 0.016927 0.011705
6 0.017101 0.017904
7 0.017059 0.015435
8 0.016873 0.024457
9 0.017091 0.009762
10 0.017154 0.014972
11 0.017273 0.010175
12 0.017085 0.011034
13 0.016976 0.010518
14 0.016791 0.007468
15 0.016492 0.007272
16 0.016764 0.007970
17 0.016620 0.007428
18 0.016679 0.007298
19 0.016791 0.007181
20 0.016607 0.007284
21 0.016491 0.007490
22 0.016867 0.006950
23 0.016992 0.006473
24 0.017068 0.006969
25 0.016780 0.006924
26 0.016673 0.006885
27 0.016676 0.006257
28 0.016584 0.006418
29 0.016925 0.006889
30 0.016943 0.007465
