# model=snn-ae encoding=latency architecture=recurrent v_th=1 alpha=0.9 run=2
epoch train_loss val_loss
1 0.014619 0.003212
2 0.001481 0.000847
3 0.000579 0.000430
4 0.000406 0.000947
5 0.000357 0.002613
6 0.000607 0.000689
7 0.000396 0.000578
8 0.000279 0.000193
9 0.000293 0.000204
10 0.000221 0.000247
11 0.000151 0.000109
12 0.000085 0.000100
13 0.000083 0.000030
14 0.000022 0.000010
15 0.000011 0.000002
16 0.000007 0.000000
17 0.000007 0.000000
18 0.000007 0.000000
19 0.000007 0.000000
20 0.000007 0.000000
21 0.000010 0.000026
22 0.000007 0.000000
