# model=snn-ae encoding=latency architecture=dense v_th=1.5 alpha=0.8 run=2
epoch train_loss val_loss
1 0.529292 0.275715
2 0.232940 0.166496
3 0.178799 0.147740
4 0.157667 0.131506
5 0.145544 0.120787
6 0.140661 0.115456
7 0.134780 0.114647
8 0.136650 0.116604
9 0.132690 0.110573
10 0.132178 0.112385
11 0.135983 0.113927
12 0.131431 0.107755
13 0.127853 0.116479
14 0.130930 0.114480
15 0.128685 0.107038
16 0.127386 0.109000
17 0.125483 0.110518
18 0.123415 0.124740
19 0.123485 0.110505
20 0.121411 0.108837
