# model=snn-ae encoding=latency architecture=dense v_th=1.5 alpha=0.99 run=2
epoch train_loss val_loss
1 0.053954 0.041571
2 0.024172 0.052625
3 0.023408 0.057913
4 0.024282 0.029127
5 0.025143 0.028889
6 0.026465 0.039989
7 0.027022 0.042544
8 0.026874 0.014580
9 0.025899 0.010593
10 0.026669 0.010958
11 0.026767 0.010503
12 0.025907 0.010520
13 0.024992 0.010396
14 0.024896 0.012379
15 0.022779 0.010134
16 0.022645 0.010358
17 0.022289 0.010117
18 0.023138 0.011090
19 0.022601 0.010530
20 0.020908 0.010410
21 0.020103 0.010302
22 0.020419 0.010219
