# model=snn-ae encoding=latency architecture=conv1d v_th=0.5 alpha=0.9 run=1
epoch train_loss val_loss
1 0.478081 0.234042
2 0.178801 0.108450
3 0.118572 0.087689
4 0.108226 0.081194
5 0.103669 0.081349
6 0.100083 0.077534
7 0.098656 0.076530
8 0.100414 0.075642
9 0.095824 0.077778
10 0.099297 0.074317
11 0.097830 0.074441
12 0.094260 0.080952
13 0.096934 0.082619
14 0.099360 0.073269
15 0.095556 0.072851
16 0.095761 0.075753
17 0.098451 0.073635
18 0.095660 0.077030
19 0.094745 0.081494
20 0.094098 0.071422
21 0.091892 0.072382
22 0.093196 0.073150
23 0.092236 0.070228
24 0.091463 0.071690
25 0.092218 0.071011
26 0.089068 0.069850
27 0.088583 0.076501
28 0.087762 0.071705
29 0.088566 0.072655
30 0.087530 0.069412
