# model=snn-ae encoding=direct architecture=conv1d v_th=1 alpha=0.9 run=3
epoch train_loss val_loss
1 0.138644 0.012968
2 0.073828 0.011830
3 0.071048 0.010900
4 0.068477 0.010779
5 0.065594 0.012274
6 0.064471 0.010897
7 0.062029 0.014412
8 0.061326 0.008181
9 0.060299 0.009331
10 0.060702 0.008434
11 0.060097 0.008699
12 0.060939 0.007388
13 0.060343 0.007777
14 0.061513 0.008516
15 0.061084 0.007095
16 0.061621 0.006620
17 0.061715 0.006824
18 0.062962 0.007582
19 0.062105 0.008510
20 0.061591 0.008032
21 0.062297 0.005765
22 0.062722 0.005882
23 0.063436 0.006094
24 0.062772 0.006104
25 0.062035 0.005678
26 0.062286 0.005521
27 0.062466 0.005627
28 0.062479 0.005222
29 0.062564 0.005327
30 0.062325 0.005599
