# model=snn-ae encoding=latency architecture=conv1d v_th=1 alpha=0.99 run=3
epoch train_loss val_loss
1 0.008487 0.001527
2 0.001052 0.000057
3 0.000275 0.001024
4 0.000393 0.000011
5 0.000216 0.000012
6 0.000094 0.000009
7 0.000090 0.000295
8 0.000369 0.000011
9 0.000120 0.000009
10 0.000080 0.000013
11 0.000209 0.000015
12 0.000185 0.000344
13 0.000116 0.000009
14 0.000080 0.000012
15 0.000081 0.000008
16 0.000080 0.000009
17 0.000081 0.000010
18 0.000118 0.000007
19 0.000098 0.000416
20 0.000133 0.000010
21 0.000080 0.000010
22 0.000102 0.000012
23 0.000154 0.000010
