# model=snn-ae encoding=direct architecture=recurrent v_th=1 alpha=0.8 run=5
epoch train_loss val_loss
1 0.045859 0.001827
2 0.010652 0.000482
3 0.009746 0.000335
4 0.009284 0.000356
5 0.009162 0.000675
6 0.008875 0.000517
7 0.008738 0.000234
8 0.008743 0.000134
9 0.008633 0.000268
10 0.008659 0.000124
11 0.008694 0.000186
12 0.008769 0.000205
13 0.008387 0.000107
14 0.008371 0.000136
15 0.008536 0.000301
16 0.008420 0.000115
17 0.008426 0.000102
18 0.008245 0.000108
19 0.008331 0.000134
20 0.008332 0.000083
21 0.008246 0.000075
22 0.008266 0.000054
23 0.008295 0.000083
24 0.008311 0.000121
25 0.008217 0.000094
26 0.008265 0.000057
27 0.008270 0.000120
