# model=snn-ae encoding=latency architecture=recurrent v_th=1.5 alpha=0.8 run=2
epoch train_loss val_loss
1 0.320552 0.238487
2 0.275876 0.219644
3 0.251243 0.200376
4 0.220914 0.187568
5 0.188963 0.170393
6 0.176865 0.153480
7 0.156039 0.140206
8 0.145511 0.140327
9 0.140292 0.122972
10 0.134265 0.122216
11 0.127928 0.116972
12 0.120579 0.116180
13 0.116467 0.109243
14 0.112623 0.111707
15 0.107676 0.102969
16 0.106970 0.101753
17 0.105051 0.098930
18 0.101868 0.097596
19 0.103514 0.097100
20 0.100334 0.096848
21 0.100345 0.095115
22 0.095653 0.096929
23 0.094921 0.094006
24 0.092552 0.093319
25 0.092162 0.095245
26 0.090843 0.089208
27 0.089504 0.095092
28 0.090512 0.088021
29 0.088002 0.089276
30 0.085717 0.088217
