# model=snn-ae encoding=poisson architecture=conv1d v_th=0.5 alpha=0.8 run=3
epoch train_loss val_loss
1 0.166203 0.105428
2 0.138742 0.093717
3 0.133250 0.090367
4 0.118951 0.092341
5 0.116254 0.096835
6 0.109351 0.098047
7 0.110398 0.086015
8 0.098006 0.084024
9 0.100047 0.083286
10 0.094149 0.080405
11 0.091532 0.070967
12 0.086560 0.084096
13 0.090924 0.071556
14 0.089424 0.070089
15 0.090430 0.068710
16 0.087041 0.079242
17 0.085612 0.065742
18 0.085629 0.075987
19 0.083920 0.069344
20 0.081149 0.077689
21 0.086580 0.070574
22 0.084002 0.076026
