# model=snn-ae encoding=poisson architecture=dense v_th=1.5 alpha=0.8 run=4
epoch train_loss val_loss
1 0.030390 0.015831
2 0.012108 0.009751
3 0.008715 0.006411
4 0.005897 0.005064
5 0.004252 0.003293
6 0.003550 0.002775
7 0.002901 0.002596
8 0.002401 0.002071
9 0.001981 0.001849
10 0.001785 0.001268
11 0.001442 0.001235
12 0.001280 0.001549
13 0.001471 0.001340
14 0.001264 0.001084
15 0.001040 0.001524
16 0.001165 0.001256
17 0.001235 0.000841
18 0.001011 0.000982
19 0.001151 0.000893
20 0.000987 0.001086
21 0.001024 0.001117
22 0.001141 0.000863
