# model=snn-ae encoding=direct architecture=dense v_th=0.5 alpha=0.99 run=3
epoch train_loss val_loss
1 0.130503 0.135230
2 0.032705 0.136224
3 0.034057 0.134560
4 0.033823 0.135419
5 0.033726 0.133809
6 0.033563 0.128977
7 0.033031 0.133922
8 0.033147 0.127861
9 0.033490 0.128709
10 0.032671 0.128142
11 0.032253 0.126222
12 0.031516 0.128020
13 0.031301 0.125576
14 0.030760 0.127586
15 0.030687 0.124911
16 0.030487 0.127292
17 0.030811 0.123688
18 0.031856 0.132009
19 0.031724 0.130041
20 0.031457 0.128745
21 0.031088 0.128789
22 0.031138 0.129582
