# model=snn-ae encoding=poisson architecture=dense v_th=0.5 alpha=0.9 run=2
epoch train_loss val_loss
1 0.030746 0.013330
2 0.013075 0.009048
3 0.011047 0.008385
4 0.009975 0.006527
5 0.008967 0.005954
6 0.008280 0.005187
7 0.008182 0.005225
8 0.008117 0.005106
9 0.007931 0.004954
10 0.007891 0.004957
11 0.007913 0.004885
12 0.007755 0.005089
13 0.007816 0.004861
14 0.007690 0.004982
15 0.007948 0.004846
16 0.007951 0.005018
17 0.008125 0.005129
18 0.007744 0.004944
19 0.007808 0.004819
20 0.007766 0.005157
21 0.007785 0.005008
22 0.007751 0.004641
23 0.007920 0.005091
24 0.007946 0.004924
25 0.007719 0.004903
26 0.007861 0.004699
27 0.007622 0.004806
