# model=snn-ae encoding=poisson architecture=recurrent v_th=1.5 alpha=0.9 run=2
epoch train_loss val_loss
1 0.017682 0.012387
2 0.011155 0.010582
3 0.008177 0.006445
4 0.005970 0.005225
5 0.005450 0.004910
6 0.005069 0.004984
7 0.005046 0.004817
8 0.005075 0.005371
9 0.004736 0.004609
10 0.004946 0.004895
11 0.005001 0.004645
12 0.004767 0.004518
13 0.004759 0.004509
14 0.004595 0.004529
15 0.004864 0.004412
16 0.004669 0.004304
17 0.004555 0.004467
18 0.004600 0.004309
19 0.004472 0.004284
20 0.004394 0.004208
21 0.004462 0.004333
22 0.004389 0.004267
23 0.004558 0.004525
24 0.004587 0.004721
25 0.004613 0.004377
