# model=snn-ae encoding=latency architecture=conv1d v_th=0.5 alpha=0.8 run=3
epoch train_loss val_loss
1 0.045532 0.099288
2 0.017398 0.059418
3 0.011015 0.042878
4 0.009992 0.034296
5 0.009547 0.035990
6 0.009727 0.028458
7 0.009605 0.031481
8 0.009611 0.030236
9 0.010498 0.030853
10 0.010340 0.029398
11 0.009861 0.027876
12 0.010220 0.026875
13 0.010472 0.027185
14 0.010042 0.027190
15 0.010294 0.027802
16 0.010605 0.026653
17 0.010383 0.028970
18 0.009855 0.028755
19 0.009770 0.028392
20 0.009422 0.026997
21 0.009585 0.027586
