# model=snn-ae encoding=direct architecture=conv1d v_th=0.5 alpha=0.99 run=5
epoch train_loss val_loss
1 0.054498 0.000410
2 0.000411 0.000439
3 0.000393 0.000354
4 0.000533 0.001923
5 0.000415 0.000388
6 0.000412 0.006575
7 0.000463 0.000400
8 0.000417 0.000317
9 0.000550 0.004091
10 0.000526 0.000400
11 0.000418 0.000397
12 0.000499 0.000354
13 0.000408 0.000303
14 0.000418 0.000363
15 0.000414 0.000303
16 0.000418 0.000318
17 0.000414 0.000549
18 0.000425 0.000461
19 0.000448 0.000444
20 0.000422 0.000311
