# model=snn-ae encoding=latency architecture=conv1d v_th=1 alpha=0.99 run=2
epoch train_loss val_loss
1 0.008137 0.000996
2 0.000471 0.000099
3 0.000534 0.000078
4 0.000306 0.000068
5 0.000130 0.000065
6 0.000064 0.000066
7 0.000288 0.000065
8 0.000062 0.000063
9 0.000061 0.000070
10 0.000081 0.000750
11 0.000172 0.000062
12 0.000055 0.000051
13 0.000174 0.000381
14 0.000084 0.000821
15 0.000095 0.000058
16 0.000041 0.000038
17 0.000215 0.000040
18 0.000046 0.000033
19 0.000060 0.000054
20 0.000149 0.000043
21 0.000053 0.000058
22 0.000057 0.000032
23 0.000135 0.000029
24 0.000044 0.000044
25 0.000051 0.000090
26 0.000147 0.000061
27 0.000115 0.000134
28 0.000088 0.000063
