# Batch convergence for: model=snn-ae encoding=poisson architecture=dense v_th=0.5 alpha=0.99 run=3
batch_num epoch batch_loss
0 1 0.050781
1 1 0.027313
2 1 0.094484
3 1 0.042916
4 1 0.060396
5 1 0.232316
6 1 0.118752
7 1 0.169466
8 1 0.059660
9 1 0.218359
10 1 0.203099
11 1 0.026967
12 1 0.101808
13 1 0.151127
14 1 0.059993
15 1 0.329442
16 1 0.173567
17 1 0.162520
18 1 0.133918
19 1 0.087395
20 1 0.015151
21 1 0.152709
22 1 0.157386
23 1 0.026397
24 1 0.108003
25 1 0.168227
26 1 0.045260
27 1 0.095127
28 1 0.065681
29 1 0.114773
30 1 0.022426
31 1 0.050748
32 1 0.099530
33 1 0.071558
34 1 0.069954
35 1 0.079307
36 1 0.168218
37 1 0.055183
38 1 0.050541
39 1 0.053074
40 1 0.127984
41 1 0.033293
42 1 0.055340
43 1 0.048372
44 1 0.018304
45 1 0.047064
46 1 0.097618
47 1 0.037744
48 1 0.021809
49 1 0.037012
50 1 0.069934
51 1 0.048563
52 1 0.021917
53 1 0.125786
54 1 0.046950
55 1 0.054012
56 1 0.054284
57 1 0.029563
58 1 0.032879
59 1 0.053413
60 1 0.135030
61 1 0.025272
62 1 0.046216
63 1 0.059529
64 1 0.056141
65 1 0.028814
66 1 0.017783
67 1 0.046666
68 1 0.056141
69 1 0.132592
70 1 0.061035
71 1 0.054067
72 1 0.076785
73 1 0.072034
74 1 0.014202
75 1 0.021378
76 1 0.112461
77 1 0.028110
78 1 0.081168
79 1 0.069825
80 1 0.020979
81 1 0.051178
82 1 0.024727
83 1 0.066126
84 1 0.077437
85 1 0.020738
86 1 0.038086
87 1 0.031210
88 1 0.027754
89 1 0.032260
90 1 0.024095
91 1 0.017159
92 1 0.050861
93 1 0.087616
94 1 0.059274
95 1 0.027841
96 1 0.027149
97 1 0.053612
98 1 0.036507
99 1 0.051249
100 1 0.023582
101 1 0.080925
102 1 0.020291
103 1 0.013734
104 1 0.017051
105 1 0.016749
106 1 0.019984
107 1 0.043835
108 1 0.063901
109 1 0.016857
110 1 0.091394
111 1 0.054915
112 1 0.078473
113 1 0.026873
114 1 0.048734
115 1 0.050196
116 1 0.030335
117 1 0.019882
118 1 0.071439
119 1 0.048678
120 1 0.041958
121 1 0.074752
122 1 0.026329
123 1 0.013087
124 1 0.019764
125 1 0.022990
126 1 0.076399
127 1 0.045088
128 1 0.043298
129 1 0.038563
130 1 0.026413
131 1 0.040982
132 1 0.025666
133 1 0.046375
134 1 0.040801
135 1 0.030779
136 1 0.120071
137 1 0.079885
138 1 0.022730
139 1 0.018977
140 1 0.040812
141 1 0.026315
142 1 0.084402
143 1 0.022550
144 1 0.027833
145 1 0.032954
146 1 0.042666
147 1 0.019441
148 1 0.029854
149 1 0.025511
150 1 0.012599
151 1 0.049754
152 1 0.022469
153 1 0.059660
154 1 0.052762
155 1 0.018636
156 1 0.021897
157 1 0.043924
158 1 0.033809
159 1 0.018779
160 1 0.021714
161 1 0.009302
162 1 0.050569
163 1 0.047453
164 1 0.023266
165 1 0.024753
166 1 0.025156
167 1 0.037109
168 1 0.031277
169 1 0.027893
170 1 0.058339
171 1 0.087763
172 1 0.115774
173 1 0.065001
174 1 0.069964
175 1 0.021634
176 1 0.021484
177 1 0.017872
178 1 0.040659
179 1 0.021215
180 1 0.021937
181 1 0.021518
182 1 0.032978
183 1 0.021561
184 1 0.018222
185 1 0.027357
186 1 0.035738
187 1 0.047619
188 1 0.024363
189 1 0.114737
190 1 0.048976
191 1 0.075135
192 1 0.081312
193 1 0.011748
194 1 0.020451
195 1 0.014710
196 1 0.021728
197 1 0.023155
198 1 0.112566
199 1 0.034356
200 1 0.023826
201 1 0.034086
202 1 0.031192
203 1 0.034045
204 1 0.015158
205 1 0.014828
206 1 0.023183
207 1 0.020497
208 1 0.017404
209 1 0.023593
210 1 0.050953
211 1 0.083529
212 1 0.031716
213 1 0.033119
214 1 0.023335
215 1 0.052588
216 1 0.019738
217 1 0.022936
218 1 0.017350
219 1 0.049277
220 1 0.075341
221 1 0.020376
222 1 0.045194
223 1 0.028680
224 1 0.067784
225 1 0.024083
226 1 0.024358
227 1 0.006179
228 1 0.038597
229 1 0.025347
230 1 0.055007
231 1 0.039794
232 1 0.027301
233 1 0.081040
234 1 0.023079
235 1 0.037359
236 1 0.040330
237 1 0.041498
238 1 0.028583
239 1 0.045209
240 1 0.024869
241 1 0.028061
242 1 0.022244
243 1 0.011169
244 1 0.019467
245 1 0.094487
246 1 0.031532
247 1 0.019417
248 1 0.034304
249 1 0.059735
250 1 0.025060
251 1 0.044120
252 1 0.035750
253 1 0.016324
254 1 0.034382
255 1 0.044376
256 1 0.018646
257 1 0.021720
258 1 0.016571
259 1 0.016788
260 1 0.013437
261 1 0.047047
262 1 0.048481
263 1 0.027291
264 1 0.041588
265 1 0.109238
266 1 0.040924
267 1 0.022973
268 1 0.018312
269 1 0.045360
270 1 0.046998
271 1 0.013917
272 1 0.033017
273 1 0.023069
274 1 0.063728
275 1 0.063009
276 1 0.045053
277 1 0.031816
278 1 0.043914
279 1 0.029655
280 1 0.060965
281 1 0.016156
282 1 0.013088
283 1 0.034460
284 1 0.021267
285 1 0.019335
286 1 0.037164
287 1 0.012311
288 1 0.013699
289 1 0.021685
290 1 0.041960
291 1 0.027256
292 1 0.015742
293 1 0.048968
294 1 0.018278
295 1 0.048154
296 1 0.015966
297 1 0.020666
298 1 0.015683
299 1 0.042155
300 1 0.020546
301 1 0.045113
302 1 0.047515
303 1 0.038774
304 1 0.053440
305 1 0.037194
306 1 0.022844
307 1 0.050494
308 1 0.015202
309 1 0.107226
310 1 0.023400
311 1 0.032183
312 1 0.026990
313 1 0.051832
314 1 0.048230
315 1 0.020743
316 1 0.029759
317 1 0.058755
318 1 0.020303
319 1 0.038784
320 1 0.026217
321 1 0.041442
322 1 0.020638
323 1 0.017245
324 1 0.054644
325 1 0.040826
326 1 0.040819
327 1 0.017034
328 1 0.013278
329 1 0.019294
330 1 0.081943
331 1 0.024885
332 1 0.055327
333 1 0.029512
334 1 0.015764
335 1 0.017485
336 1 0.046709
337 1 0.022861
338 1 0.011187
339 1 0.017436
340 1 0.049346
341 1 0.036667
342 1 0.035081
343 1 0.031949
344 1 0.022644
345 1 0.071596
346 1 0.021001
347 1 0.029058
348 1 0.011592
349 1 0.028506
350 1 0.036156
351 1 0.073890
352 1 0.034903
353 1 0.029499
354 1 0.016639
355 1 0.031893
356 1 0.046083
357 1 0.029166
358 1 0.046479
359 1 0.043508
360 1 0.010384
361 1 0.024520
362 1 0.045331
363 1 0.022195
364 1 0.018766
365 1 0.014803
366 1 0.014231
367 1 0.026057
368 1 0.021766
369 1 0.017086
370 1 0.107254
371 1 0.031277
372 1 0.041093
373 1 0.019054
374 1 0.074808
375 1 0.016820
376 1 0.023262
377 1 0.036118
378 1 0.018826
379 1 0.042649
380 1 0.040727
381 1 0.024263
382 1 0.044756
383 1 0.020874
384 1 0.018879
385 1 0.039557
386 1 0.017786
387 1 0.071745
388 1 0.026399
389 1 0.031510
390 1 0.016595
391 1 0.020795
392 1 0.057167
393 1 0.042764
394 1 0.047762
395 1 0.046656
396 1 0.013857
397 1 0.011713
398 1 0.020921
399 1 0.020070
400 1 0.013041
401 1 0.053392
402 1 0.036079
403 1 0.033919
404 1 0.015401
405 1 0.076952
406 1 0.080810
407 1 0.066648
408 1 0.049654
409 1 0.060567
410 1 0.022542
411 1 0.029191
412 1 0.016137
413 1 0.014991
414 1 0.031694
415 1 0.019254
416 1 0.060653
417 1 0.046530
418 1 0.037190
419 1 0.033781
420 1 0.015060
421 1 0.041053
422 1 0.013515
423 1 0.027272
424 1 0.010130
425 1 0.013635
426 1 0.011611
427 1 0.042750
428 1 0.013311
429 1 0.042352
430 1 0.036511
431 1 0.026098
432 1 0.014494
433 1 0.022325
434 1 0.091437
435 1 0.043065
436 1 0.053939
437 1 0.016345
438 1 0.023338
439 1 0.013175
440 1 0.025722
441 1 0.011260
442 1 0.025355
443 1 0.023978
444 1 0.031022
445 1 0.014417
446 1 0.043926
447 1 0.033657
448 1 0.023711
449 1 0.016317
450 1 0.038612
451 1 0.030367
452 1 0.032742
453 1 0.048525
454 1 0.017498
455 1 0.044613
456 1 0.026740
457 1 0.032186
458 1 0.018779
459 1 0.028056
460 1 0.064495
461 1 0.028500
462 1 0.033620
463 1 0.017252
464 1 0.013178
465 1 0.018557
466 1 0.014396
467 1 0.036434
468 1 0.031790
469 1 0.077786
470 1 0.064238
471 1 0.019300
472 1 0.016317
473 1 0.013114
474 1 0.027767
475 1 0.030946
476 1 0.036578
477 1 0.013721
478 1 0.048515
479 1 0.012964
480 1 0.053964
481 1 0.028468
482 1 0.019082
483 1 0.019090
484 1 0.039030
485 1 0.034718
486 1 0.027372
487 1 0.043013
488 1 0.040566
489 1 0.019924
490 1 0.039587
491 1 0.057738
492 1 0.090746
493 1 0.013893
494 1 0.016350
495 1 0.031946
496 1 0.015426
497 1 0.026716
498 1 0.022305
499 1 0.012564
500 1 0.025564
501 1 0.033576
502 1 0.017782
503 1 0.027623
504 1 0.015592
505 1 0.028906
506 1 0.012752
507 1 0.030041
508 1 0.023107
509 1 0.075930
510 1 0.025565
511 1 0.015590
512 1 0.030439
513 1 0.025462
514 1 0.018446
515 1 0.028820
516 1 0.017942
517 1 0.020770
518 1 0.028635
519 1 0.041237
520 1 0.043337
521 1 0.043451
522 1 0.035069
523 1 0.010726
524 1 0.036284
525 1 0.027806
526 1 0.021836
527 1 0.031459
528 1 0.012836
529 1 0.011740
530 1 0.032557
531 1 0.045714
532 1 0.038946
533 1 0.027514
534 1 0.022340
535 1 0.035381
536 1 0.016715
537 1 0.018368
538 1 0.035153
539 1 0.053111
540 1 0.035972
541 1 0.019917
542 1 0.034881
543 1 0.030675
544 1 0.018216
545 1 0.029820
546 1 0.017249
547 1 0.030011
548 1 0.038161
549 1 0.014105
550 1 0.018322
551 1 0.017012
552 1 0.041445
553 1 0.022711
554 1 0.034165
555 1 0.013999
556 1 0.029490
557 1 0.018913
558 1 0.027382
559 1 0.017953
560 1 0.043655
561 1 0.019082
562 1 0.010938
563 1 0.019533
564 1 0.038844
565 1 0.016019
566 1 0.034846
567 1 0.046582
568 1 0.017427
569 1 0.024199
570 1 0.023513
571 1 0.024831
572 1 0.013600
573 1 0.019662
574 1 0.023861
575 1 0.081759
576 1 0.037961
577 1 0.020507
578 1 0.024033
579 1 0.014768
580 1 0.017840
581 1 0.017792
582 1 0.015927
583 1 0.015825
584 1 0.022142
585 1 0.020241
586 1 0.035471
587 1 0.055874
588 1 0.039508
589 1 0.011200
590 1 0.037835
591 1 0.016518
592 1 0.016843
593 1 0.015747
594 1 0.020063
595 1 0.036989
596 1 0.021687
597 1 0.023620
598 1 0.012035
599 1 0.020116
