# model=snn-ae encoding=direct architecture=recurrent v_th=1.5 alpha=0.9 run=4
epoch train_loss val_loss
1 0.036623 0.009015
2 0.003085 0.007690
3 0.002462 0.006877
4 0.002394 0.006692
5 0.002004 0.006223
6 0.001926 0.006313
7 0.002049 0.006020
8 0.001833 0.005988
9 0.001786 0.006067
10 0.001795 0.005822
11 0.001794 0.006042
12 0.001766 0.005859
13 0.001758 0.006344
14 0.001700 0.005760
15 0.001677 0.005827
16 0.001639 0.005821
17 0.001650 0.007766
18 0.001689 0.005753
19 0.001647 0.006449
20 0.001637 0.007198
21 0.001656 0.006070
22 0.001624 0.006404
23 0.001616 0.007791
