# model=snn-ae encoding=poisson architecture=conv1d v_th=0.5 alpha=0.9 run=2
epoch train_loss val_loss
1 0.171790 0.117081
2 0.135501 0.109658
3 0.132096 0.111781
4 0.112580 0.104121
5 0.108613 0.098143
6 0.102762 0.111204
7 0.106651 0.083717
8 0.093254 0.087928
9 0.092717 0.090354
10 0.090396 0.083578
11 0.085751 0.079996
12 0.088289 0.079672
13 0.086898 0.080477
14 0.086380 0.070885
15 0.089026 0.070622
16 0.085588 0.076326
17 0.081190 0.069220
18 0.083472 0.076633
19 0.078222 0.068553
20 0.078217 0.091285
21 0.082394 0.084742
22 0.082498 0.066313
23 0.082510 0.074344
24 0.075663 0.069304
25 0.077190 0.072752
26 0.077627 0.087671
27 0.081677 0.070493
