# model=snn-ae encoding=direct architecture=recurrent v_th=0.5 alpha=0.9 run=5
epoch train_loss val_loss
1 0.061612 0.002568
2 0.013857 0.006353
3 0.013485 0.000345
4 0.013211 0.002772
5 0.012549 0.001566
6 0.012202 0.000586
7 0.012004 0.000242
8 0.011829 0.001211
9 0.011785 0.000271
10 0.011806 0.000241
11 0.011794 0.000267
12 0.011740 0.000556
13 0.011443 0.000163
14 0.011453 0.000144
15 0.011376 0.000358
16 0.011299 0.000123
17 0.011284 0.000278
18 0.011240 0.000211
19 0.011317 0.000274
20 0.011226 0.000151
21 0.011198 0.000186
