# model=snn-ae encoding=direct architecture=dense v_th=1 alpha=0.8 run=1
epoch train_loss val_loss
1 0.085041 0.001067
2 0.001227 0.001234
3 0.001185 0.000986
4 0.001184 0.001066
5 0.001180 0.001162
6 0.001206 0.001175
7 0.001345 0.001140
8 0.001358 0.000972
9 0.001202 0.000929
10 0.001370 0.001001
11 0.001212 0.001089
12 0.001536 0.000936
13 0.001460 0.000770
14 0.000835 0.000799
15 0.000946 0.000604
16 0.001072 0.000518
17 0.000867 0.000829
18 0.000829 0.000592
19 0.001200 0.000941
20 0.000833 0.000585
21 0.001124 0.000497
22 0.000840 0.000383
23 0.000638 0.000473
24 0.000654 0.000563
25 0.000498 0.000537
26 0.000611 0.000470
27 0.001368 0.001078
