# model=snn-ae encoding=latency architecture=dense v_th=1.5 alpha=0.9 run=4
epoch train_loss val_loss
1 0.018276 0.004867
2 0.002042 0.000402
3 0.000428 0.000605
4 0.000446 0.000537
5 0.000391 0.000033
6 0.000216 0.000018
7 0.000148 0.001697
8 0.000262 0.000020
9 0.000135 0.000297
10 0.000257 0.000027
11 0.000235 0.000017
12 0.000047 0.000002
13 0.000043 0.000021
14 0.000018 0.000001
15 0.000078 0.000001
16 0.000011 0.000000
17 0.000007 0.000001
18 0.000009 0.000000
19 0.000067 0.000000
20 0.000011 0.000000
21 0.000013 0.000002
