alpha,dense,conv1d,recurrent
0.8,0.9195380000000001,0.6627443333333333,0.13704666666666665
0.9,0.9414993333333334,0.6933769999999999,0.138091
0.99,1.1026826666666667,0.8094756666666667,0.05824733333333334
