# model=snn-ae encoding=poisson architecture=recurrent v_th=0.5 alpha=0.99 run=2
epoch train_loss val_loss
1 0.348709 0.256938
2 0.287118 0.247782
3 0.260263 0.238742
4 0.243879 0.229641
5 0.238068 0.225035
6 0.223138 0.232949
7 0.221755 0.218485
8 0.221903 0.212194
9 0.210786 0.210333
10 0.212805 0.205879
11 0.209053 0.198666
12 0.204945 0.208754
13 0.202513 0.202265
14 0.201847 0.196164
15 0.196564 0.189822
16 0.197468 0.196193
17 0.192640 0.190425
18 0.194371 0.191500
19 0.191760 0.192617
20 0.191925 0.200150
