# model=snn-ae encoding=direct architecture=conv1d v_th=1.5 alpha=0.8 run=1
epoch train_loss val_loss
1 0.973669 0.796261
2 0.874604 0.788006
3 0.859259 0.763388
4 0.846331 0.748915
5 0.832495 0.738826
6 0.821903 0.726153
7 0.791944 0.722734
8 0.771863 0.708214
9 0.756631 0.689248
10 0.728344 0.681905
11 0.725804 0.681515
12 0.694823 0.667520
13 0.674837 0.658835
14 0.664915 0.663369
15 0.647677 0.663709
16 0.624809 0.668757
17 0.628911 0.662979
18 0.607415 0.650097
19 0.607366 0.644202
20 0.595084 0.644609
21 0.581592 0.645150
22 0.555976 0.660764
23 0.558231 0.650332
24 0.548711 0.651612
