# model=snn-ae encoding=direct architecture=dense v_th=1 alpha=0.8 run=2
epoch train_loss val_loss
1 1.137642 1.095296
2 1.055661 1.087978
3 1.041543 1.076560
4 1.031670 1.065205
5 1.016988 1.045944
6 1.005835 1.028596
7 0.985704 1.012443
8 0.974646 1.008425
9 0.960438 0.995569
10 0.931260 0.998247
11 0.921294 0.980213
12 0.916538 0.982204
13 0.899159 0.980997
14 0.889995 0.971925
15 0.886090 0.968890
16 0.885582 0.968475
17 0.867902 0.959708
18 0.855430 0.958722
19 0.860780 0.965603
20 0.838135 0.955537
21 0.845069 0.952429
22 0.819373 0.962333
23 0.814796 0.950737
24 0.805839 0.949488
25 0.795237 0.936664
26 0.797749 0.946825
27 0.800902 0.946451
28 0.791858 0.950087
29 0.761326 0.954902
30 0.764787 0.926954
