# model=snn-ae encoding=poisson architecture=dense v_th=0.5 alpha=0.8 run=1
epoch train_loss val_loss
1 0.225306 0.170877
2 0.192228 0.157573
3 0.178780 0.147766
4 0.173841 0.153853
5 0.170455 0.159007
6 0.159650 0.157096
7 0.156000 0.142306
8 0.148771 0.138006
9 0.147249 0.147284
10 0.147998 0.136612
11 0.144113 0.136042
12 0.141745 0.148913
13 0.144051 0.137578
14 0.141707 0.131502
15 0.138307 0.126041
16 0.138646 0.139853
17 0.141156 0.136487
18 0.133427 0.134406
19 0.136271 0.131642
20 0.135031 0.137453
