# model=snn-ae encoding=latency architecture=recurrent v_th=1 alpha=0.99 run=2
epoch train_loss val_loss
1 0.499105 0.299059
2 0.243976 0.176152
3 0.181919 0.137768
4 0.158215 0.124468
5 0.145127 0.127447
6 0.137622 0.125188
7 0.131814 0.123068
8 0.136023 0.121137
9 0.128963 0.112052
10 0.131229 0.112712
11 0.129939 0.113524
12 0.126989 0.120439
13 0.129716 0.115521
14 0.131139 0.111622
15 0.133460 0.108450
16 0.128604 0.115018
17 0.131027 0.116411
18 0.127020 0.109959
19 0.127151 0.125275
20 0.126472 0.110742
