# model=snn-ae encoding=latency architecture=recurrent v_th=1.5 alpha=0.8 run=5
epoch train_loss val_loss
1 0.032617 0.011537
2 0.023222 0.009030
3 0.015958 0.007555
4 0.013477 0.006928
5 0.012336 0.008051
6 0.011636 0.009165
7 0.011359 0.008983
8 0.010916 0.005841
9 0.010700 0.006499
10 0.010753 0.004393
11 0.010377 0.004303
12 0.010688 0.004038
13 0.010384 0.004994
14 0.010405 0.005949
15 0.010183 0.004039
16 0.010242 0.004082
17 0.010329 0.003918
18 0.010173 0.004363
19 0.010070 0.004284
20 0.010254 0.004397
21 0.010049 0.004304
22 0.010010 0.004016
