# model=snn-ae encoding=latency architecture=dense v_th=1.5 alpha=0.8 run=3
epoch train_loss val_loss
1 0.488476 0.261478
2 0.253418 0.203293
3 0.204344 0.155877
4 0.180279 0.141642
5 0.163916 0.139950
6 0.151087 0.124424
7 0.144375 0.124498
8 0.142877 0.120564
9 0.139344 0.116794
10 0.136962 0.116327
11 0.138140 0.128203
12 0.136439 0.129062
13 0.135132 0.113193
14 0.132743 0.119947
15 0.132581 0.117903
16 0.132253 0.112304
17 0.131741 0.121935
18 0.128218 0.113737
19 0.124852 0.114734
20 0.124709 0.108047
21 0.122875 0.115758
22 0.123062 0.111300
23 0.120110 0.111857
24 0.118756 0.114302
25 0.116992 0.110258
