# model=snn-ae encoding=poisson architecture=conv1d v_th=1 alpha=0.8 run=2
epoch train_loss val_loss
1 0.018139 0.006239
2 0.004873 0.003825
3 0.003700 0.002945
4 0.003237 0.003293
5 0.002871 0.002373
6 0.002559 0.002232
7 0.002210 0.001822
8 0.001815 0.001515
9 0.001510 0.001665
10 0.001435 0.001179
11 0.001347 0.001130
12 0.001215 0.001256
13 0.001136 0.001087
14 0.001309 0.001111
15 0.001110 0.001038
16 0.001341 0.001749
17 0.001244 0.001162
18 0.001244 0.001224
19 0.001291 0.001158
20 0.001224 0.001212
