# model=snn-ae encoding=latency architecture=recurrent v_th=1.5 alpha=0.9 run=1
epoch train_loss val_loss
1 0.337714 0.260675
2 0.282785 0.228054
3 0.258429 0.214792
4 0.234256 0.195023
5 0.214962 0.185085
6 0.197054 0.167292
7 0.182404 0.159708
8 0.167508 0.154458
9 0.162378 0.143742
10 0.155566 0.143513
11 0.148529 0.135241
12 0.146438 0.136402
13 0.142355 0.131082
14 0.142789 0.131259
15 0.136834 0.132951
16 0.135703 0.127553
17 0.136335 0.129984
18 0.135277 0.129037
19 0.135452 0.124828
20 0.135614 0.124690
21 0.128627 0.122350
22 0.129034 0.122969
23 0.130619 0.123781
24 0.131293 0.122102
25 0.127696 0.124619
26 0.127375 0.120253
27 0.128295 0.129329
28 0.125918 0.122017
29 0.125179 0.125002
30 0.130190 0.119205
