# model=snn-ae encoding=latency architecture=recurrent v_th=1 alpha=0.9 run=1
epoch train_loss val_loss
1 0.051924 0.027101
2 0.026164 0.028186
3 0.021372 0.021792
4 0.020286 0.032805
5 0.020121 0.022947
6 0.020311 0.016905
7 0.020253 0.020306
8 0.020317 0.030024
9 0.020158 0.016552
10 0.020167 0.013967
11 0.019465 0.014573
12 0.019444 0.014724
13 0.019584 0.011391
14 0.019541 0.012030
15 0.019628 0.010982
16 0.019869 0.019461
17 0.019738 0.011939
18 0.019541 0.009513
19 0.019319 0.009889
20 0.019319 0.009906
21 0.019380 0.008483
22 0.019202 0.008148
23 0.019215 0.009877
24 0.018881 0.011541
25 0.019336 0.008528
26 0.019210 0.008365
27 0.019371 0.008542
