# model=snn-ae encoding=latency architecture=dense v_th=1 alpha=0.99 run=1
epoch train_loss val_loss
1 0.050812 0.017709
2 0.022018 0.019162
3 0.021325 0.021842
4 0.023156 0.021049
5 0.025372 0.025092
6 0.026401 0.015389
7 0.026352 0.013173
8 0.026252 0.013556
9 0.026467 0.013807
10 0.027073 0.013319
11 0.025581 0.012884
12 0.025865 0.013099
13 0.026063 0.012374
14 0.026343 0.014226
15 0.026709 0.011956
16 0.025976 0.012028
17 0.025969 0.010440
18 0.023896 0.009329
19 0.023289 0.009031
20 0.023845 0.008758
21 0.024948 0.008623
22 0.026284 0.009904
23 0.027221 0.013273
24 0.028745 0.014509
25 0.030313 0.015798
26 0.030982 0.017698
