# model=snn-ae encoding=latency architecture=conv1d v_th=0.5 alpha=0.8 run=1
epoch train_loss val_loss
1 0.479129 0.276764
2 0.219366 0.137361
3 0.150744 0.111092
4 0.126840 0.098558
5 0.116802 0.092306
6 0.110269 0.090795
7 0.104905 0.087721
8 0.105458 0.085542
9 0.102560 0.091573
10 0.102172 0.083539
11 0.102323 0.083235
12 0.100762 0.079646
13 0.099190 0.084074
14 0.103458 0.084798
15 0.102279 0.077209
16 0.099491 0.079415
17 0.099039 0.081653
18 0.098627 0.083806
19 0.094371 0.081643
20 0.096149 0.077340
