# model=snn-ae encoding=direct architecture=conv1d v_th=0.5 alpha=0.9 run=1
epoch train_loss val_loss
1 0.924742 0.765110
2 0.854364 0.754719
3 0.853408 0.754740
4 0.842363 0.757296
5 0.838889 0.754523
6 0.832951 0.752301
7 0.829089 0.748332
8 0.830786 0.741064
9 0.820971 0.734961
10 0.823038 0.733828
11 0.814976 0.730859
12 0.807257 0.723560
13 0.805392 0.720678
14 0.799349 0.722146
15 0.792605 0.730883
16 0.797036 0.716525
17 0.788901 0.725885
18 0.799260 0.703729
19 0.790480 0.713518
20 0.788565 0.746710
21 0.785546 0.730167
22 0.786170 0.719863
23 0.785973 0.707648
