# model=snn-ae encoding=poisson architecture=recurrent v_th=1 alpha=0.99 run=4
epoch train_loss val_loss
1 0.026377 0.011332
2 0.009555 0.008661
3 0.007844 0.007311
4 0.007108 0.006431
5 0.006851 0.006018
6 0.005833 0.005953
7 0.005836 0.005335
8 0.005666 0.005272
9 0.005600 0.005685
10 0.005707 0.006547
11 0.005673 0.005331
12 0.005545 0.005215
13 0.005562 0.010807
14 0.005264 0.004885
15 0.005362 0.004762
16 0.005195 0.004873
17 0.005287 0.004993
18 0.005084 0.004766
19 0.005076 0.004729
20 0.004981 0.006884
21 0.005108 0.004790
22 0.005146 0.004641
23 0.004884 0.004596
24 0.004941 0.004684
25 0.005110 0.004687
26 0.004707 0.004377
27 0.004725 0.004756
28 0.004979 0.004452
29 0.005063 0.004613
30 0.004723 0.004308
