# model=snn-ae encoding=direct architecture=conv1d v_th=1 alpha=0.9 run=2
epoch train_loss val_loss
1 0.949457 0.818446
2 0.869776 0.788085
3 0.863799 0.765536
4 0.856319 0.769667
5 0.840861 0.759171
6 0.840168 0.754925
7 0.830787 0.765710
8 0.810850 0.764199
9 0.818341 0.754594
10 0.800527 0.742391
11 0.795261 0.723623
12 0.789667 0.718642
13 0.787574 0.706052
14 0.779206 0.704701
15 0.770873 0.709716
16 0.771913 0.710708
17 0.768853 0.708413
18 0.762537 0.705476
19 0.762430 0.699050
20 0.754104 0.705338
21 0.760003 0.714369
22 0.747651 0.701620
23 0.749428 0.690235
24 0.744790 0.700897
25 0.745078 0.697752
26 0.740052 0.712473
27 0.751208 0.708847
28 0.744796 0.721133
