# model=snn-ae encoding=poisson architecture=recurrent v_th=1 alpha=0.8 run=3
epoch train_loss val_loss
1 0.026076 0.015075
2 0.012069 0.009772
3 0.007986 0.006972
4 0.006035 0.005722
5 0.005345 0.005103
6 0.004811 0.004975
7 0.004560 0.004321
8 0.004339 0.004375
9 0.004423 0.004330
10 0.004327 0.004174
11 0.004315 0.004413
12 0.004379 0.004111
13 0.004207 0.004285
14 0.004312 0.004223
15 0.004262 0.004092
16 0.004418 0.004329
17 0.004477 0.004401
18 0.004363 0.003941
19 0.004285 0.004764
20 0.004444 0.004420
21 0.004508 0.004466
22 0.004797 0.004380
23 0.004473 0.004094
