# model=snn-ae encoding=direct architecture=recurrent v_th=0.5 alpha=0.8 run=4
epoch train_loss val_loss
1 0.059052 0.002078
2 0.020766 0.001249
3 0.019558 0.003711
4 0.019179 0.000953
5 0.019076 0.000501
6 0.019281 0.000394
7 0.019202 0.000704
8 0.018950 0.002184
9 0.018564 0.000573
10 0.018348 0.000242
11 0.018254 0.000258
12 0.018197 0.000207
13 0.018139 0.000196
14 0.018197 0.000213
15 0.018270 0.000303
16 0.018213 0.000174
17 0.018078 0.000252
18 0.018110 0.000214
19 0.017951 0.000244
20 0.018011 0.010505
21 0.018285 0.000144
22 0.018088 0.000111
23 0.017987 0.000153
24 0.018131 0.000196
25 0.017956 0.000194
26 0.018023 0.000237
27 0.017903 0.000325
