# model=snn-ae encoding=direct architecture=dense v_th=1 alpha=0.9 run=1
epoch train_loss val_loss
1 0.141709 0.113460
2 0.062178 0.108287
3 0.060387 0.104297
4 0.059065 0.107707
5 0.058123 0.100051
6 0.056205 0.099974
7 0.055399 0.101453
8 0.053836 0.096085
9 0.052896 0.095425
10 0.052570 0.094242
11 0.052038 0.094112
12 0.051389 0.094521
13 0.051507 0.095497
14 0.051465 0.096290
15 0.051163 0.094047
16 0.051626 0.094710
17 0.051562 0.094568
18 0.052086 0.093757
19 0.052255 0.096124
20 0.051175 0.095654
21 0.051525 0.094384
22 0.051961 0.094189
23 0.051943 0.094025
