# Batch convergence for: model=snn-ae encoding=poisson architecture=dense v_th=1 alpha=0.99 run=4
batch_num epoch batch_loss
0 1 0.035156
1 1 0.039039
2 1 0.023373
3 1 0.119105
4 1 0.110285
5 1 0.099064
6 1 0.055230
7 1 0.015442
8 1 0.058725
9 1 0.358806
10 1 0.154521
11 1 0.026915
12 1 0.186944
13 1 0.124676
14 1 0.089408
15 1 0.103930
16 1 0.120989
17 1 0.070428
18 1 0.019048
19 1 0.148443
20 1 0.123618
21 1 0.050069
22 1 0.143419
23 1 0.048751
24 1 0.094949
25 1 0.050416
26 1 0.079408
27 1 0.083520
28 1 0.064262
29 1 0.090946
30 1 0.088176
31 1 0.103000
32 1 0.007427
33 1 0.045681
34 1 0.030443
35 1 0.071435
36 1 0.071247
37 1 0.033734
38 1 0.102454
39 1 0.131849
40 1 0.056966
41 1 0.050561
42 1 0.022080
43 1 0.044864
44 1 0.082336
45 1 0.112061
46 1 0.123130
47 1 0.070555
48 1 0.079946
49 1 0.018272
50 1 0.046309
51 1 0.021829
52 1 0.047427
53 1 0.032789
54 1 0.021655
55 1 0.070282
56 1 0.074535
57 1 0.125842
58 1 0.069299
59 1 0.046256
60 1 0.045346
61 1 0.057635
62 1 0.010831
63 1 0.056364
64 1 0.046841
65 1 0.048105
66 1 0.091119
67 1 0.066073
68 1 0.055498
69 1 0.028398
70 1 0.050472
71 1 0.021290
72 1 0.060167
73 1 0.014037
74 1 0.072947
75 1 0.053701
76 1 0.143776
77 1 0.031619
78 1 0.055941
79 1 0.024349
80 1 0.042792
81 1 0.013796
82 1 0.162076
83 1 0.021099
84 1 0.027969
85 1 0.049575
86 1 0.027797
87 1 0.087692
88 1 0.135469
89 1 0.029237
90 1 0.027696
91 1 0.084549
92 1 0.045373
93 1 0.027723
94 1 0.020309
95 1 0.063207
96 1 0.055366
97 1 0.017325
98 1 0.040655
99 1 0.068953
100 1 0.024077
101 1 0.065428
102 1 0.016885
103 1 0.023378
104 1 0.024402
105 1 0.027253
106 1 0.016921
107 1 0.072934
108 1 0.043122
109 1 0.157818
110 1 0.105704
111 1 0.051103
112 1 0.029584
113 1 0.027320
114 1 0.026726
115 1 0.045003
116 1 0.030239
117 1 0.016334
118 1 0.110910
119 1 0.047431
120 1 0.074429
121 1 0.023325
122 1 0.023326
123 1 0.050923
124 1 0.016283
125 1 0.019394
126 1 0.035977
127 1 0.023026
128 1 0.071003
129 1 0.059380
130 1 0.041314
131 1 0.019597
132 1 0.081405
133 1 0.019472
134 1 0.049007
135 1 0.040396
136 1 0.029210
137 1 0.019046
138 1 0.016158
139 1 0.012881
140 1 0.029094
141 1 0.054023
142 1 0.051246
143 1 0.073452
144 1 0.023397
145 1 0.080288
146 1 0.022374
147 1 0.018789
148 1 0.045218
149 1 0.015780
150 1 0.022132
151 1 0.025201
152 1 0.025203
153 1 0.037518
154 1 0.043967
155 1 0.042288
156 1 0.067540
157 1 0.021896
158 1 0.044402
159 1 0.028701
160 1 0.021406
161 1 0.018390
162 1 0.068004
163 1 0.035847
164 1 0.015262
165 1 0.015684
166 1 0.039069
167 1 0.003578
168 1 0.018560
169 1 0.066993
170 1 0.063689
171 1 0.108460
172 1 0.070235
173 1 0.033068
174 1 0.033220
175 1 0.023943
176 1 0.049546
177 1 0.014970
178 1 0.014863
179 1 0.064621
180 1 0.027134
181 1 0.041652
182 1 0.022752
183 1 0.062253
184 1 0.018166
185 1 0.027492
186 1 0.020976
187 1 0.037623
188 1 0.043769
189 1 0.045278
190 1 0.087688
191 1 0.050914
192 1 0.076482
193 1 0.015553
194 1 0.054901
195 1 0.024690
196 1 0.036324
197 1 0.039601
198 1 0.017810
199 1 0.017406
200 1 0.071389
201 1 0.017373
202 1 0.020297
203 1 0.036990
204 1 0.062072
205 1 0.065708
206 1 0.033260
207 1 0.017151
208 1 0.017587
209 1 0.026576
210 1 0.065414
211 1 0.020214
212 1 0.012215
213 1 0.017184
214 1 0.059931
215 1 0.016951
216 1 0.020456
217 1 0.020782
218 1 0.017085
219 1 0.121665
220 1 0.017848
221 1 0.016859
222 1 0.046610
223 1 0.017166
224 1 0.069616
225 1 0.012232
226 1 0.034150
227 1 0.042557
228 1 0.033275
229 1 0.031876
230 1 0.036489
231 1 0.033356
232 1 0.013756
233 1 0.121316
234 1 0.019848
235 1 0.025309
236 1 0.019288
237 1 0.022904
238 1 0.016639
239 1 0.017948
240 1 0.056725
241 1 0.035485
242 1 0.037562
243 1 0.038490
244 1 0.022289
245 1 0.042189
246 1 0.017844
247 1 0.018968
248 1 0.026669
249 1 0.066384
250 1 0.016925
251 1 0.014290
252 1 0.034526
253 1 0.028667
254 1 0.022079
255 1 0.059618
256 1 0.010820
257 1 0.066872
258 1 0.032425
259 1 0.034478
260 1 0.034723
261 1 0.040604
262 1 0.018665
263 1 0.018522
264 1 0.059478
265 1 0.035877
266 1 0.017080
267 1 0.047158
268 1 0.039563
269 1 0.028926
270 1 0.034472
271 1 0.023094
272 1 0.034995
273 1 0.051100
274 1 0.037906
275 1 0.023419
276 1 0.014319
277 1 0.039425
278 1 0.041614
279 1 0.030067
280 1 0.039971
281 1 0.019201
282 1 0.035660
283 1 0.016066
284 1 0.028241
285 1 0.021850
286 1 0.019053
287 1 0.063180
288 1 0.036376
289 1 0.037648
290 1 0.066969
291 1 0.010573
292 1 0.089744
293 1 0.050786
294 1 0.025543
295 1 0.085093
296 1 0.040058
297 1 0.037741
298 1 0.027855
299 1 0.030130
300 1 0.015846
301 1 0.109240
302 1 0.081942
303 1 0.010363
304 1 0.048426
305 1 0.051840
306 1 0.010345
307 1 0.058445
308 1 0.034803
309 1 0.030433
310 1 0.021205
311 1 0.043748
312 1 0.043557
313 1 0.020624
314 1 0.016200
315 1 0.017071
316 1 0.012638
317 1 0.019277
318 1 0.064742
319 1 0.092588
320 1 0.022739
321 1 0.034467
322 1 0.015402
323 1 0.057896
324 1 0.029726
325 1 0.032284
326 1 0.020683
327 1 0.032413
328 1 0.023929
329 1 0.044913
330 1 0.079968
331 1 0.013215
332 1 0.029753
333 1 0.014515
334 1 0.036607
335 1 0.017695
336 1 0.035224
337 1 0.030836
338 1 0.047458
