# model=snn-ae encoding=latency architecture=dense v_th=1 alpha=0.9 run=5
epoch train_loss val_loss
1 0.014931 0.002674
2 0.001787 0.000891
3 0.000580 0.000086
4 0.000583 0.000038
5 0.000265 0.000065
6 0.000318 0.000019
7 0.000079 0.000117
8 0.000031 0.000003
9 0.000138 0.000056
10 0.000177 0.000122
11 0.000183 0.000001
12 0.000061 0.000002
13 0.000118 0.000029
14 0.000165 0.000000
15 0.000079 0.000000
16 0.000039 0.000108
17 0.000011 0.000000
18 0.000060 0.000006
19 0.000025 0.000000
20 0.000070 0.000000
21 0.000020 0.000000
22 0.000080 0.000039
