# model=snn-ae encoding=direct architecture=recurrent v_th=1 alpha=0.9 run=3
epoch train_loss val_loss
1 0.041700 0.004216
2 0.000574 0.000248
3 0.000418 0.000519
4 0.000267 0.000274
5 0.000212 0.000359
6 0.000383 0.000244
7 0.000165 0.000115
8 0.000213 0.000085
9 0.000010 0.000214
10 0.000113 0.000013
11 0.000013 0.000017
12 0.000008 0.000029
13 0.000009 0.000005
14 0.000012 0.000012
15 0.000002 0.000014
16 0.000000 0.000015
17 0.000000 0.000001
18 0.000000 0.000015
19 0.000009 0.000001
20 0.000000 0.000014
21 0.000027 0.000027
22 0.000011 0.000014
23 0.000009 0.000026
24 0.000003 0.000000
25 0.000000 0.000000
26 0.000000 0.000000
27 0.000000 0.000000
28 0.000000 0.000000
29 0.000000 0.000000
