# model=snn-ae encoding=direct architecture=dense v_th=0.5 alpha=0.99 run=1
epoch train_loss val_loss
1 1.067569 1.015437
2 1.016252 1.004401
3 1.004986 1.005135
4 1.000826 1.000567
5 0.998926 0.998684
6 0.995750 1.002717
7 0.993320 0.993172
8 0.988408 0.996052
9 0.979458 0.984330
10 0.973898 0.989532
11 0.964914 0.982426
12 0.960944 0.976352
13 0.970584 0.988179
14 0.971738 0.973458
15 0.966858 0.981795
16 0.963737 0.970037
17 0.963974 0.977585
18 0.969649 0.967739
19 0.964018 0.983429
20 0.971598 0.976531
21 0.960400 0.983935
22 0.957906 0.974002
23 0.956562 0.999732
