# model=snn-ae encoding=direct architecture=conv1d v_th=0.5 alpha=0.8 run=5
epoch train_loss val_loss
1 0.119325 0.010456
2 0.052125 0.008412
3 0.050731 0.009407
4 0.049775 0.012160
5 0.048260 0.011538
6 0.046983 0.008799
7 0.045299 0.008194
8 0.044576 0.008148
9 0.043228 0.010242
10 0.042772 0.007750
11 0.042629 0.009759
12 0.042367 0.011225
13 0.042752 0.007503
14 0.042672 0.008857
15 0.042256 0.007617
16 0.042726 0.010529
17 0.042916 0.007468
18 0.043093 0.007343
19 0.042873 0.007337
20 0.042987 0.007429
21 0.043222 0.011154
22 0.043915 0.009773
23 0.044015 0.007055
24 0.044523 0.007740
25 0.044655 0.017163
26 0.045030 0.014564
27 0.044689 0.006369
28 0.043787 0.006443
29 0.043808 0.007113
30 0.044739 0.007077
