# model=snn-ae encoding=latency architecture=conv1d v_th=0.5 alpha=0.9 run=5
epoch train_loss val_loss
1 0.009803 0.002519
2 0.001051 0.000325
3 0.000393 0.000108
4 0.000330 0.000016
5 0.000184 0.000023
6 0.000242 0.000104
7 0.000139 0.000026
8 0.000255 0.000008
9 0.000059 0.000017
10 0.000098 0.000007
11 0.000115 0.000006
12 0.000141 0.000012
13 0.000183 0.000007
14 0.000065 0.000029
15 0.000045 0.000001
16 0.000126 0.000007
17 0.000052 0.000132
18 0.000192 0.000114
19 0.000038 0.000002
20 0.000064 0.000004
