# model=snn-ae encoding=poisson architecture=conv1d v_th=1 alpha=0.9 run=1
epoch train_loss val_loss
1 0.022921 0.012165
2 0.005802 0.008022
3 0.004453 0.007142
4 0.004065 0.006532
5 0.003693 0.006925
6 0.003310 0.006434
7 0.003081 0.006072
8 0.002739 0.005996
9 0.002743 0.005907
10 0.002647 0.005675
11 0.002530 0.005463
12 0.002564 0.005458
13 0.002443 0.005468
14 0.002381 0.005475
15 0.002406 0.005597
16 0.002500 0.005389
17 0.002468 0.005427
18 0.002460 0.005521
19 0.002356 0.005465
20 0.002541 0.005450
21 0.002535 0.005613
