# model=snn-ae encoding=direct architecture=recurrent v_th=1.5 alpha=0.99 run=5
epoch train_loss val_loss
1 0.050745 0.002752
2 0.003049 0.000539
3 0.002244 0.000615
4 0.001779 0.000476
5 0.001933 0.000914
6 0.001747 0.000340
7 0.001014 0.002124
8 0.000957 0.000084
9 0.000710 0.000452
10 0.000644 0.000104
11 0.000599 0.000058
12 0.000596 0.000069
13 0.000558 0.000151
14 0.000510 0.000070
15 0.000513 0.000051
16 0.000519 0.000042
17 0.000583 0.000077
18 0.000610 0.000042
19 0.000581 0.000050
20 0.000525 0.000077
21 0.000589 0.000124
22 0.000550 0.000079
23 0.000609 0.000055
