# model=snn-ae encoding=poisson architecture=recurrent v_th=0.5 alpha=0.9 run=1
epoch train_loss val_loss
1 0.309529 0.223554
2 0.252345 0.211636
3 0.245439 0.203307
4 0.232840 0.224036
5 0.224730 0.209284
6 0.215139 0.202592
7 0.212487 0.189730
8 0.195359 0.190647
9 0.195508 0.198261
10 0.194471 0.184712
11 0.188249 0.180720
12 0.183835 0.179660
13 0.183153 0.178981
14 0.180575 0.172794
15 0.179209 0.166787
16 0.173763 0.169883
17 0.175096 0.167337
18 0.172881 0.167309
19 0.171204 0.171022
20 0.167097 0.176399
