# model=snn-ae encoding=poisson architecture=conv1d v_th=1.5 alpha=0.9 run=2
epoch train_loss val_loss
1 0.023572 0.009294
2 0.006951 0.005336
3 0.005227 0.003442
4 0.004684 0.003303
5 0.004304 0.002800
6 0.003867 0.002437
7 0.003535 0.002226
8 0.003386 0.002053
9 0.003204 0.001944
10 0.003206 0.001945
11 0.003163 0.001823
12 0.003116 0.001832
13 0.003000 0.002005
14 0.003041 0.001790
15 0.002944 0.001790
16 0.003046 0.001801
17 0.003047 0.001970
18 0.003041 0.001719
19 0.003053 0.001830
20 0.003066 0.001862
21 0.002960 0.001824
22 0.003056 0.001817
23 0.003008 0.001816
