# model=snn-ae encoding=direct architecture=dense v_th=1 alpha=0.8 run=3
epoch train_loss val_loss
1 1.141229 1.094958
2 1.060053 1.073374
3 1.048249 1.067178
4 1.022632 1.068141
5 1.024770 1.042762
6 1.005624 1.017739
7 0.983281 0.996172
8 0.965871 0.998765
9 0.965266 0.987657
10 0.948927 0.996580
11 0.928937 1.000000
12 0.929388 0.984104
13 0.902777 0.969035
14 0.903454 0.965172
15 0.897776 0.968661
16 0.889315 0.973359
17 0.879890 0.975810
18 0.872254 0.956773
19 0.859838 0.967351
20 0.845624 0.975893
21 0.850463 0.972069
22 0.842849 0.954878
23 0.838841 0.972714
24 0.823788 0.957091
25 0.815169 0.958038
26 0.804814 0.974285
27 0.808339 0.974646
