# model=snn-ae encoding=direct architecture=recurrent v_th=0.5 alpha=0.9 run=1
epoch train_loss val_loss
1 0.329560 0.241532
2 0.283890 0.241565
3 0.276248 0.223146
4 0.255259 0.214516
5 0.237658 0.214050
6 0.226502 0.201173
7 0.220903 0.190993
8 0.213674 0.192911
9 0.208141 0.186844
10 0.202327 0.187326
11 0.201187 0.185059
12 0.197564 0.185070
13 0.196483 0.185489
14 0.193880 0.182976
15 0.193346 0.182020
16 0.190318 0.175886
17 0.187618 0.183082
18 0.188118 0.174415
19 0.184710 0.177112
20 0.186308 0.170895
21 0.180149 0.175062
22 0.182898 0.173832
23 0.178771 0.173175
24 0.179162 0.170928
25 0.179151 0.172776
