# model=snn-ae encoding=latency architecture=recurrent v_th=0.5 alpha=0.9 run=4
epoch train_loss val_loss
1 0.052033 0.043023
2 0.021301 0.040779
3 0.020987 0.026903
4 0.020274 0.024083
5 0.020611 0.018169
6 0.019690 0.035532
7 0.019441 0.023109
8 0.019325 0.045618
9 0.020552 0.015608
10 0.021090 0.012538
11 0.019290 0.013781
12 0.019420 0.012581
13 0.019261 0.013408
14 0.019470 0.014499
15 0.018944 0.012256
16 0.017989 0.011201
17 0.018190 0.014821
18 0.017734 0.010575
19 0.017962 0.012956
20 0.017787 0.017681
21 0.018198 0.010592
22 0.017805 0.010400
23 0.018169 0.010285
24 0.017998 0.011640
25 0.017993 0.010376
26 0.017997 0.009717
27 0.017368 0.009572
28 0.017452 0.009476
29 0.017293 0.009390
30 0.017511 0.009026
