# model=snn-ae encoding=direct architecture=conv1d v_th=1 alpha=0.99 run=2
epoch train_loss val_loss
1 0.881700 0.772726
2 0.835442 0.737848
3 0.831078 0.740049
4 0.830822 0.727681
5 0.824686 0.728431
6 0.827518 0.735688
7 0.821516 0.726633
8 0.812979 0.726933
9 0.813330 0.718814
10 0.815694 0.726570
11 0.811448 0.723166
12 0.806858 0.710912
13 0.801950 0.719070
14 0.799638 0.709159
15 0.793816 0.710124
16 0.796061 0.710833
17 0.793936 0.709551
18 0.804226 0.698395
19 0.794114 0.720620
20 0.799236 0.705949
21 0.796467 0.705517
22 0.796370 0.714262
23 0.795787 0.726935
