# model=snn-ae encoding=poisson architecture=recurrent v_th=1 alpha=0.8 run=5
epoch train_loss val_loss
1 0.026791 0.014991
2 0.015338 0.010545
3 0.011613 0.007245
4 0.009010 0.006166
5 0.008269 0.005620
6 0.007957 0.005243
7 0.007754 0.005229
8 0.007903 0.005305
9 0.007580 0.005164
10 0.007565 0.005773
11 0.007575 0.005225
12 0.007629 0.005290
13 0.007633 0.005311
14 0.007769 0.005148
15 0.007588 0.005456
16 0.007625 0.005127
17 0.007573 0.005282
18 0.007677 0.005212
19 0.007778 0.005617
20 0.007591 0.005147
21 0.007661 0.005209
