# model=snn-ae encoding=poisson architecture=conv1d v_th=1 alpha=0.8 run=3
epoch train_loss val_loss
1 0.021573 0.007622
2 0.006045 0.004356
3 0.004264 0.003522
4 0.003450 0.003202
5 0.002900 0.002268
6 0.002358 0.001920
7 0.002046 0.001865
8 0.001702 0.001481
9 0.001541 0.001241
10 0.001206 0.001117
11 0.001117 0.001666
12 0.001184 0.001037
13 0.001016 0.001088
14 0.001106 0.001158
15 0.001105 0.001027
16 0.001114 0.001122
17 0.001058 0.000993
18 0.001066 0.001097
19 0.001081 0.000946
20 0.001129 0.000990
21 0.001155 0.000992
22 0.001191 0.001080
23 0.001202 0.001056
24 0.001155 0.001400
