# model=snn-ae encoding=latency architecture=conv1d v_th=1 alpha=0.99 run=4
epoch train_loss val_loss
1 0.046819 0.017398
2 0.018319 0.024802
3 0.019082 0.037104
4 0.019750 0.030143
5 0.020663 0.021167
6 0.020078 0.014219
7 0.021332 0.014958
8 0.021358 0.012007
9 0.020618 0.010878
10 0.021986 0.010511
11 0.020887 0.010015
12 0.021297 0.009961
13 0.020748 0.008896
14 0.022367 0.009255
15 0.022616 0.008508
16 0.022012 0.008766
17 0.021836 0.007386
18 0.021703 0.007427
19 0.021437 0.007676
20 0.022271 0.006806
21 0.019646 0.006782
22 0.018934 0.006701
23 0.020085 0.006626
24 0.020261 0.008328
25 0.020045 0.009772
26 0.021732 0.011596
27 0.021520 0.011788
28 0.020105 0.010683
